idx,label,sentence1,sentence2
3034,1,O 'Keefe declined to discuss whether such photos from spy satellites might have been able to detect the small crack in the wing .,O 'Keefe declined to discuss whether such photos would have enough resolution to detect small cracks in the wing panels .
898,1,"Except for a few archaic characteristics , they are as recognizable as Hamlet 's poor Yorick .","Except for a few archaic characteristics , the skulls are readily recognizable ."
2720,1,But the Foreign Affairs Committee yesterday cleared Blair 's cabinet of that accusation .,"In its report , the foreign affairs committee absolved Mr. Blair of charges of doctoring intelligence ."
2943,1,"Four years ago , Nike was sued in state court by California activist Marc Kasky under a statute designed to protect consumers from false advertising .","Four years ago , California activist Marc Kasky sued Nike under a statute designed to protect consumers from false advertising ."
1750,1,"The technology-laced Nasdaq Composite Index .IXIC climbed 40.09 points , or 2.46 percent , to 1,666.58 , based on the latest data , and marking its highest close since May 23 , 2002 .","The technology-laced Nasdaq Composite Index < .IXIC > was up 40.09 points , or 2.46 percent , at 1,666.58 , marking its highest close since May 23 , 2002 ."
2846,0,"As previously announced , the final will be at the new Home Depot Center in Carson on Oct. 12 .","Williams recently toured the new soccer-specific Home Depot Center in Carson , Calif ."
2136,1,"They said they also seized several items which might be linked to ritual killing , including an animal 's skull with a nail driven through it .","Among the evidence seized by detectives was an animal skull with a nail driven through its head , which may have been used in a "" black magic "" ceremony ."
2986,1,""" The gloves are off , "" said UNIFI official Rob O 'Neill .","Unifi official Rob O 'Neill said : "" The gloves are off ."
3950,1,""" Clearly it is a tragic day for Americans , "" he said in Washington .",""" It 's clearly a tragic day for America , "" Defense Secretary Donald H. Rumsfeld said in Washington ."
1240,0,"With the economy sluggish , producers have had a tough time trying to raise prices .",Economists said the report on wholesale prices showed producers were having a tough time trying to raise prices .
2768,0,"That compares to a net loss of $ 6.6 million , or 47 cents per share , on revenue of $ 15.5 million in 2002 's second fiscal quarter .","In the first quarter , SCO had reported a net loss of $ 724,000 , or 6 cents per diluted share , on revenue of $ 13.5 million ."
2564,1,Randall Simon singled to right for the second run .,Randall Simon followed with an RBI single to right .
2052,1,"Last month , it narrowed the range to between $ 7.6 billion and $ 7.8 billion .",Last month Intel raised its revenue guidance for the quarter to between $ 7.6 billion and $ 7.8 billion .
182,1,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further .,The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America .
1608,0,"Shares of LendingTree soared $ 5.99 , or 40.1 percent , to $ 20.68 in afternoon trading on the Nasdaq Stock Market .","Shares of LendingTree rose $ 6.21 , or 42 percent , to $ 20.90 after hitting $ 21.36 earlier ."
1654,1,"One of the Oregon species was acclimated to a temperature of 65 , but survived until the aquarium temperature reached 87 .","One of the Oregon species was acclimated to a temperature of 65 ( 18.33 Celsius ) , but survived until the aquarium temperature reached 87 ( 30.56 Celsius ) ."
2110,0,Wall Street analysts expect 2004 revenue of $ 28.15 billion .,Analysts ' average forecast was $ 4.02 per share on revenue of $ 25.56 billion .
3332,1,"Russian Yuri Malenchenko , American Edward Lu and Pedro Duque of Spain landed in their Soyuz TMA-2 capsule at 0240 GMT .","Russian Yuri Malenchenko , American Edward Lu and Spain 's Pedro Duque came down in their Soyuz TMA-2 capsule at 2 : 40 a.m. GMT ."
988,1,"Florida 's Third District Court of Appeal saidon Wednesdaythe original proceedings were "" irretrievably tainted "" by misconduct by lawyers representing the class .",Florida ’ s Third District Court of Appeal said on Wednesday the original proceedings were “ irretrievably tainted ” by misconduct by attorneys for the class .
3336,1,The remaining five men continue to be questioned under Section 17 of the Terrorism Act .,Three men and two women who were at the property were arrested under Section 41 of the Terrorism Act 2000 .
3075,0,The FBI later learned that two of the hijackers had lived near Awadallah in San Diego .,The government charged that Awadallah knew both hijackers when they lived in the San Diego area .
3260,0,"Shares in Tellabs were up 16 cents , or 2.2 percent , at $ 7.34 in morning trading on Nasdaq .","Shares in Tellabs , after initially rising , were unchanged at $ 7.18 on Nasdaq shortly after midday ."
1269,1,"In addition , juries in both state and federal cases have become increasingly reluctant to impose the death penalty .",Juries in state and federal cases alike have also grown reluctant to impose the death penalty .
3811,1,They also said the rule will make the nation 's electrical system more reliable -- a high-profile issue after last week 's massive power blackout .,"They also said the rule will improve the reliability of the nation 's electrical system , which is needed after last week 's massive power blackout ."
2594,0,"A second victim , Michael Walker , 23 , was struck in the torso , the bullet perforating his lung .","The other victim , Michael Walker , of 550 Barbey Street , was struck in the neck ."
528,1,"Congress twice before passed similar restrictions , but President Bill Clinton vetoed them .","Congress twice passed similar bills , but then-President Clinton vetoed them both times ."
3904,1,"Mr. Dewhurst has called for a "" cooling period "" between special sessions , which could give the Democrats some time at home .","Mr. Dewhurst has suggested a cooling-off period , which could give the senators time to go home ."
1691,0,"Henri was centered about 75 miles southwest of Cedar Key and was moving east-northeast at 5 mph , forecasters said .","It was centered about 100 miles southwest of Cedar Key and drifting erratically southward , forecasters said ."
1621,1,""" 30 years waiting for you , "" read one banner hoisted over the crowd , as many wept tears of happiness at finally seeing and hearing their idol .",""" 30 years waiting for you , "" read one banner hoisted over the crowd , as many concert-goers wept tears of happiness ."
1287,0,"BaFin and the head of the principal finance group , Robin Saunders , were not immediately available to comment .","BaFin , Germany 's chief financial regulator , and the prosecutor 's office were not immediately available for comment ."
2818,1,""" The death of al-Ghozi signals that terrorists will never get far in the Philippines , "" Arroyo said in a statement on Monday .",""" The death of Ghozi signals that terrorists will never get far in the Philippines , "" President Gloria Arroyo said ."
4074,1,The notification was first reported Friday by MSNBC .,MSNBC.com first reported the CIA request on Friday .
692,1,"The biggest threat to order seemed to be looting and crime , including robberies by some of the prisoners freed by Saddam before the war .","The biggest threat to order seemed to be looting and crime , including robberies by some of the tens of thousands of prisoners that Mr. Hussein freed last year ."
2671,0,"The technology-laced Nasdaq Composite Index .IXIC lost 2 points , or 0.18 percent , to 1,649 .","The technology-laced Nasdaq Composite Index .IXIC was up a mere 0.04 of a point at 1,653 ."
142,1,"Tyco later said the loan had not been forgiven , and Swartz repaid it in full , with interest , according to his lawyer , Charles Stillman .","Tyco has said the loan was not forgiven , but that Swartz fully repaid it with interest , according to his lawyer , Charles Stillman ."
3525,0,"Energy prices dropped by 8.6 percent , the biggest decline since July 1986 .","Excluding food and energy prices , the PPI fell 0.9 per cent , the biggest drop since August 1993 ."
2387,1,""" After careful analysis , WHO has concluded that the risk to travelers to Beijing is now minimal , "" Omi said today at a news conference in Beijing .",""" After careful analysis , WHO has concluded that the risk to travellers to Beijing is now minimal , "" Omi told a news conference in Beijing on Tuesday ."
2563,0,"Marjorie Scardino , the chief executive , said : "" We have one headline .","Pearson , led by Marjorie Scardino , the chief executive , publishes its interim results this week ."
2617,1,"However , disability declined by more than 10 percent for those 60 to 69 , the study said .","Meanwhile , for people aged 60 to 69 , disability declined by more than 10 percent ."
345,0,Media Editor Jon Friedman contributed to this story .,Jon Friedman is media editor for CBS.MarketWatch.com in New York .
4012,1,Finance Minister Masajuro Shiokawa said the yen has strengthened too much but declined to comment on whether Japan had intervened .,Japan 's Finance Minister Masajuro Shiokawa said the yen had strengthened too much but declined to comment on whether Japan had intervened in the market to stem the yen 's rise .
1574,0,"Mr. Parsons has been director of the Stennis Center , which specializes in rocket engine research and testing , since August .","Mr. Parsons has served as the director at the Stennis Space Center , which employs 4,600 people , since August ."
123,0,"The pressure will intensify today , with national coverage of the final round planned by ESPN and words that are even more difficult .","The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network ."
2541,0,"Lower state courts and federal courts are still hearing recall several recall cases , one of which a Los Angeles court dismissed on Friday .","Lower state courts and federal courts are still hearing cases on the recall , but the prospects are uncertain ."
2455,1,"Aspen Technology 's shares dropped 74 cents , or 23 percent , to close at $ 2.48 on the Nasdaq .","In afternoon trading , Aspen 's shares were off 89 cents or more than 27 percent at $ 2.33 per share ."
3098,0,Chairman Michael Powell and FCC colleagues at the Wednesday hearing .,FCC chief Michael Powell presides over hearing Monday .
1532,1,They are being held on immigration violations as the incident is investigated .,Both men are being held for investigation of administrative immigration violations .
296,0,"A sign outside the Peachtree Restaurant reads : "" Pray for Eric Rudolph . """,""" Rudolph ate here "" , joked a sign outside one restaurant ."
1467,0,He claims it may seem unrealistic only because little effort has been devoted to the concept .,""" This proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it ."
3459,0,U.S. Agriculture Secretary Ann Veneman said she will send a U.S. technical team to Canada to assist in the situation .,"U.S. Agriculture Secretary Ann Veneman , who announced yesterday 's ban , also said Washington would send a technical team to Canada to assist in the Canadian situation ."
3471,1,He said firefighters had an advantage on the northern flank because of an existing firebreak dug during last year 's fire north of Mount Lemmon .,Fire spokesman Gordon Gay said firefighters had an advantage on the northern flank because of burned areas from last year 's Bullock fire .
2744,1,"A US programmer has developed a software tool that allows users to download shared music files using Apples Windows iTunes software , which was released last month .",Independent US programmer Bill Zeller has developed software that lets users download shared music files using iTunes for Windows .
1362,1,"They were released to authorities after officers delivered the soda to the gunman , using a long stick to pass the six-pack through a door .","They were released to authorities after officers delivered a six-pack of Dr Pepper to the gunman , using a long stick to pass the soda through a door ."
3203,1,Doctors have speculated that estrogen protects against cell damage and improves blood flow .,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow .
2120,0,Time magazine named the American soldier its Person of the Year for 2003 .,The American Soldier was first selected as Times Person of the Year during the Korean War in 1950 .
164,1,French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh on Wednesday .,"The French Foreign Minister , Dominique de Villepin , is also expected to attend ."
1132,1,""" September and third-quarter data confirm that demand in the global semiconductor market is rising briskly , "" George Scalise , the SIA 's president , said in the statement .",""" September and third quarter data confirm that demand in the global semiconductor market is rising briskly , "" stated SIA President George Scalise , in a statement ."
3290,1,"The Dow Jones industrials briefly surpassed the 9,000 mark for the first time since December . ""","The Dow Jones industrials climbed more than 140 points to above the 9,000 mark for the first time since December ."
1165,1,"The lawsuit , filed after a 19-month investigation by the Employee Benefits Security Administration , names Lay and Skilling among others .","The lawsuit , filed after a 19-month investigation by the Employee Benefits Security Administration , names former Enron Chairman Kenneth Lay and former chief executive Jeff Skilling , among others ."
3410,0,"With the government grant added in , the airline earned $ 246 million , or 30 cents a share .","That was more than double the $ 102 million , or 13 cents a share , for the year-earlier quarter ."
1065,1,"SSE shares were little changed , up 0.3 percent at 654 pence by 1018 GMT , but analysts welcomed the move .",SSE shares were unchanged at 652 pence by 0835 GMT but analysts welcomed the deal .
194,1,One of the features is the ability to delete data on a handheld device or lock down the device should a user lose it .,One of the features is the ability to delete data on a handheld device if a user loses or locks down the device .
2336,1,"Such a letter indicates the government intends to pursue an indictment and believes it has substantial evidence to support an indictment , the company said .",The Kenilworth-based company said it believes the letter shows that the government plans to pursue a criminal indictment and likely has substantial evidence supporting an indictment .
3651,1,"The attack by the three militant groups took place here at Erez , the main border crossing between Israel and Gaza .",The attack took place under cover of fog at the Erez crossing on the border between Israel and the Gaza Strip .
791,1,"Myanmar 's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery , her personal physician said Friday .","Burma pro-democracy leader Aung San Suu Kyi will be released from a hospital after recovering from surgery but remain under detention at home , her personal physician said today ."
3503,1,"Responding to speculation that she was ready to retire , Justice Sandra Day O 'Connor indicated today that she would serve out the next term of the Supreme Court .","Justice Sandra Day O 'Connor said today that she would serve out the next term of the Supreme Court , dismissing speculation that she was ready to retire ."
1444,1,China would become only the third nation to put a human in space .,China would become the third nation to achieve manned spaceflight .
916,1,"The Aspen Fire had charred more than 12,400 acres by today on Mount Lemmon just north of Tucson , and more than 250 homes had been destroyed .","The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson , and more than 250 homes have been destroyed ."
3527,1,More than 100 officers launched the raids in the final phase of a two-year operation investigating a cocaine import and money laundering ring .,More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang .
2335,1,"New cases of SARS might continue to appear , the authors write ominously , "" until the stratospheric supply of the causative agent becomes exhausted . ""","New cases might continue to appear until the stratospheric supply of the causative agent becomes exhausted , they said ."
3467,0,"Authorities in Ohio , Indiana and Michigan have searched for the bodies .","So far , authorities also have searched areas in Pennsylvania , Ohio , Indiana , and Michigan ."
1961,1,"SEIU President Andrew Stern said the unions are "" totally comfortable "" with Dean 's positions .","In his speech , Stern says his members are "" totally comfortable "" with Dean 's positions on health care issues ."
3381,1,Attorneys for the defense and media have filed documents opposing a gag order .,"Attorney Gloria Allred , who is representing Frey , also filed documents opposing a gag order in the case ."
1791,1,"The capsule landed on its side and drifted about 12 metres , probably dragged by the main parachute .",The capsule ended up on its side and appeared to have been dragged about 40ft by the main parachute after landing .
2665,1,Microsoft has released separate patches for client and administrative versions of Office 2003 .,Separate downloadable patches are available for the client and administrative versions of Office .
742,1,Clayton 's shares were also suspended from trading on the New York Stock Exchange .,Clayton Homes ' stock ceased trading on the New York Stock Exchange after Wednesday 's close .
2476,0,"Actor Noah Wyle , who has played Dr. John Carter since the shows inception in 1994 , extended his contract with the show through the 2004-2005 season .","Noah Wyle , who has played Dr. John Carter since the series launched in 1994 , has inked a one-year extension to his deal with producer Warner Bros. TV ."
2282,1,""" Right from the beginning , we didn 't want to see anyone take a cut in pay .","But Mr. Crosby told The Associated Press : "" Right from the beginning , we didn 't want to see anyone take a cut in pay ."
562,1,SCO has also alleged that the generic Linux kernel contains code which is from its Unix property .,SCO claims that the Linux kernel holds Unix intellectual property owned by SCO .
3430,1,"Paul Durousseau , 30 , was charged with murder in five Jacksonville slayings between December and February , and is also suspected of a 1997 Georgia killing .","Paul Durousseau , 30 , was charged Tuesday with murder in five slayings between December and February , and also is suspected of a 1997 killing in the state of Georgia ."
1522,1,"Hewlett-Packard Co . HPQ.N , the No. 2 computer maker , rose 41 cents , or 2.4 percent , to $ 17.29 .","Hewlett-Packard Co . ( nyse : HPQ - news - people ) , the No. 2 computer maker , rose 41 cents , or 2.4 percent , to $ 17.29 ."
3185,1,"Over the weekend , NASA landed a six-wheeled robot on Mars to study the planet .","Last Saturday , a six-wheeled robot developed by NASA landed on Mars and began sending back images of the planet ."
2701,1,Garner said Iraq 's reconstruction was not as difficult as he had expected -- mainly because the war caused less infrastructure damage and fewer refugees than anticipated .,Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees .
2850,1,"Even when the exchange detected violations , it often failed to take disciplinary action , the SEC said .","Even when the exchange detected such violations , it "" often failed to take appropriate disciplinary actions "" against individuals or firms ."
1837,1,"Neither military action nor large-scale bribery can solve the North Korean problem , Wolfowitz said .","Indeed , Wolfowitz admitted Saturday that neither military action nor "" large scale bribery "" would solve the issue ."
3146,1,"Hines died of cancer Saturday in Los Angeles , publicist Allen Eichhorn said Sunday .","Hines died yesterday in Los Angeles of cancer , publicist Allen Eichorn said ."
1206,1,"When the manager let him in the apartment , Brianna was in her mother 's bedroom lying in a baby 's bathtub , covered with a towel and watching cartoons .","When a manager let him into the apartment , the youngster was lying in a baby 's bathtub , covered with a towel and was watching a TV cartoon channel ."
2410,1,"As of Wednesday , there were 65 probable SARS cases in the Toronto region .","As of Monday , there were 66 probable cases in and around Toronto , a city of 4 million people ."
10,0,"Shares of Genentech , a much larger company with several products on the market , rose more than 2 percent .","Shares of Xoma fell 16 percent in early trade , while shares of Genentech , a much larger company with several products on the market , were up 2 percent ."
2783,1,""" I don 't think my brain is going to go dead this afternoon or next week , "" he said .","In a conference call yesterday , he said , "" I don 't think that my brain is going to go dead this afternoon or next week . """
1479,1,Roslyn shares gained 82 cents to close at $ 20.79 yesterday in Nasdaq trading .,"In recent dealings , shares of Roslyn were up 40 cents , or 1.9 percent , to $ 21.25 ."
760,1,"The report said the Corpus Christi-based agent twice called Escobar while the legislator was with the other protesting Democrats in Ardmore , Okla .","The report said the agent twice called state Rep. Juan Escobar while he was with the other protesting Democrats in Ardmore , Okla ."
1741,1,""" During the investigation , Bryant was cooperative with investigators and remains cooperative with authorities , "" the sheriff 's office said .","Bryant was "" interviewed and was cooperative , "" said Kim Andree , a spokeswoman for the sheriff 's office ."
1573,0,"The Institute for Supply Management said its manufacturing index was 49.4 percent last month , up from 45.4 in April .","The Institute for Supply Management 's manufacturing index rose to 49.4 in May from 45.4 in April , the biggest monthly gain since December ."
2688,0,"The Nasdaq Composite Index lost 16.95 , or 1.1 percent , to 1507.76 , its first slide in five days .","The Nasdaq Composite Index rose 19.67 , or 1.3 percent , to 1523.71 , its highest since June 18 ."
2290,1,"Under the plan being announced Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment .","Under the plan , which GM and Dow were to announce Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment ."
2225,1,"The Standard & Poor 's 500 index declined 6.11 , or 0.6 per cent , to 1003.27 , having shed 19.67 in the previous session .","The Standard & Poor 's 500 index declined by 4.39 , or 0.4 percent , to 998.88 , after losing 6.11 on Thursday ."
1808,1,Defense attorneys said Durst accidentally shot Black in the face as they struggled for a gun after the elderly man illegally entered his apartment .,Durst 's attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment .
1633,1,""" Dan brings to Coca-Cola enormous experience in managing some of the world 's largest and most familiar brands , "" Mr. Heyer said .","In a statement , Heyer said , "" Dan brings to Coca-Cola enormous experience in managing some of the world 's largest and most familiar brands ."
578,0,"I urge Congress to quickly resolve any differences and send me the final bill as soon as possible so that I can sign it into law . ""","He urged Congress to "" send me the final bill as soon as possible so that I can sign it into law . """
632,0,"As of Tuesday , almost 250 health-care workers were in quarantine .","In addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine ."
737,1,The WHIMS study found that combination hormone therapy doubled the risk for probable dementia in women 65 and older and did not prevent mild cognitive impairment .,One study found that combination therapy doubled the risk of probable dementia and did not prevent less-severe mental decline .
2925,0,"Shares of LendingTree rose $ 6.21 , or 42 percent , to $ 20.90 after hitting $ 21.36 earlier .","LendingTree shares rose 43 percent , or $ 6.31 , to $ 21 , more than doubling in the last two months ."
679,1,"The agency will "" consider as timely any tax returns or payments due "" Aug. 15 if they are submitted by Aug. 22 .",The agency said it would consider as timely any tax returns or payments due from Friday through Aug. 22 if they are completed by Aug. 22 .
2878,0,"He led Philippine police to a tonne of TNT that officials say was intended for planned attacks in Singapore on Western targets , including US and Australian diplomatic posts .","He led Philippine police to a ton of TNT officials say was intended for attacks on Western targets in Singapore , including the US Embassy ."
2544,1,"He admits he occasionally lived the life of a playboy : smoking pot , chasing women and living fast and loose .","Schwarzenegger has admitted to occasionally living the life of a playboy : smoking pot , chasing women and living fast and loose ."
3235,1,"A draft statement , obtained by Reuters on Friday , stopped short of endorsing the U.S. charge but said some aspects of Iran 's programme raised "" serious concern "" .","The EU statement stopped short of endorsing the U.S. charge that Tehran is seeking nuclear weapons but said some aspects of Iran 's programme raised "" serious concern "" ."
489,0,"In Europe , France 's CAC-40 rose 0.6 percent , Britain 's FTSE 100 slipped 0.02 percent and Germany 's DAX index advanced 0.8 percent .","In afternoon trading in Europe , France 's CAC-40 fell 1.6 percent , Britain 's FTSE 100 dropped 1.2 percent and Germany 's DAX index lost 1.9 percent ."
3137,1,"Treasury prices rose slightly , sending the 10-year note yield down to 4.38 percent from 4.39 percent late Friday .","Treasury prices gained for the third day in a row , pushing the 10-year note yield down to 4.35 percent from 4.36 percent late Monday ."
1296,1,Their father had pleaded with the doctors to stop the fight after his wife 's euthanasia bid left their son in a coma and he was put on life-support .,Their father had pleaded with doctors to abandon their efforst after his wife 's euthanasia bid left their son in a coma and he was put on life support .
708,0,"A key question was whether France , which infuriated Washington by leading the charge against U.N. authorization for the war , would vote "" Yes "" or abstain .","France , which infuriated Washington by leading the charge against U.N. approval for the war , also sought changes ."
2790,1,"Stony Brook University launched the study in 1996 , after earlier studies indicated a possible connection between electromagnetic fields and cancer .","The State University at Stony Brook launched the study in 1996 , after earlier studies indicated a possible connection ."
2836,1,""" We need the somebody who notices them to come forward , "" he told a news conference to introduce his successor , Brig. Gen. Mastin M. Robeson .",""" We need the somebody who notices them to come forward , "" he said at a news conference in which he introduced his successor , Brig. Gen. Mastin M. Robeson ."
347,1,"The test was conducted by the University of California at Los Angeles and Riverside and was paid $ 450,000 from the ARB .","The test , conducted by UCLA and UC Riverside , was paid for with $ 450,000 from the ARB ."
1437,0,The Senate 's proposal will need the support of the Democrat-led Assembly and Pataki to become law .,"Even if the Senate approves the proposals , they would require the support of the Democrat-led Assembly and Gov. George Pataki to become law ."
1144,1,"The ambassador said it was up to the Americans to press the Iraqis to make the invitation , which he said the United States appears unwilling to do .",The ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make .
1350,1,"Even the pizza man took part , delivering a flier with the missing girl 's picture along with the pizza and a two-liter bottle of Pepsi to Cruz 's house .","Even the pizza delivery took part , unwittingly delivering a leaflet with the missing girl 's picture during his run to Cruz 's house ."
2559,0,"Falls in euro / yen also pushed down the dollar against the yen , with the pair at 118.32 yen compared with Friday 's late New York level of 118.51 .","Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 ."
226,1,"Later in the day , a standoff developed between French soldiers and a Hema battlewagon that attempted to pass the UN compound .",French soldiers later threatened to open fire on a Hema battlewagon that tried to pass near the UN compound .
2159,1,"There is no transcript the courtroom session in Tarrytown , 12 miles north of New York on the Hudson River .","There was no transcript of Thursday 's courtroom session in Tarrytown , which is 12 miles north of New York City on the Hudson River ."
1399,1,"They suspect the same anarchist group that claimed responsibility for the Dec. 21 explosions near his house , according to Italian news agency ANSA .","Italian police investigating the Prodi bomb suspect an anarchist group that claimed responsibility for Dec. 21 explosions near his house , according to Italian news agency ANSA ."
2255,1,"Almihdhar and Alhazmi were aboard American Airlines Flight 77 , which crashed into the Pentagon .",Both have been identified as some of the hijackers who flew American Airlines Flight 77 into the Pentagon .
469,1,"The priest , the Rev. John F. Johnston , 64 , of 35th Avenue in Jackson Heights , was charged with aggravated harassment and criminal possession of a weapon .","The Rev. John Johnston , 64 , was charged with aggravated harassment in the phone call case and with criminal possession of a weapon , according to a police statement ."
241,1,"She told Murray , "" We ... we have ... the fresh air is going down fast ! """,""" The fresh air is going down fast ! "" she screamed at Murray ."
3797,0,"They cover more than 300,000 UAW workers and 500,000 retirees and spouses .","GM , the world 's largest automaker , has 115,000 active UAW workers and 340,000 retirees and spouses ."
2413,1,One witness told Anatolian he saw the plane on fire while it was still in the air .,One witness told the Anatolian news agency he saw the plane on fire in mid-air .
960,0,"Nine years ago , they were married by a justice of the peace .","His wife , married to Moore by a justice of the peace , started planning her dream wedding ."
2085,1,"More than 60 percent of the company 's 1,000 employees were killed in the attack .","More than 60 per cent of its 1,000 employees at the time were killed ."
1294,1,That would give smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal .,"He agrees that technically smoking could be considered a disability , giving smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal ."
4008,1,"The rioters shot one person in the shoulder and beat and stabbed others , police said .",On Tuesday night rioters shot one person in the shoulder and beat or stabbed others .
3969,1,"The Nasdaq composite index rose 15.82 , or 0.9 percent , to 1,861.52 .","The technology-laced Nasdaq Composite Index .IXIC was up 17.48 points , or 0.95 percent , at 1,863.18 ."
258,0,"Technology stocks make up 42 percent of the Nasdaq , which fell 49.95 points , or 2.9 percent , to 1,698.02 .","The Nasdaq fell 49.95 points , or 2.86 percent , to end at 1,698.02 , based on the latest available data ."
2989,1,His harsh criticism of PLO chairman Yasser Arafat led to his books being banned for a time by the Palestinian Authority .,"His harsh criticism of the PLO 's chairman , Yasser Arafat , saw the Palestinian Authority ban his books for a time ."
3807,1,British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .
165,1,"They believe the same is true in humans , giving a 30 per cent higher risk of the disease .","The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease ."
3916,0,""" High-tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said .",""" High-tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division ."
4057,1,Investors are taking heed of the latest warning from Japan 's top financial diplomat Zembei Mizoguchi that Japan would act to prevent excessive swings in rates .,Investors kept in mind Tuesday 's warning from Japan 's top financial diplomat Zembei Mizoguchi that Japan would act to prevent excessive swings in currency rates .
825,0,"Foam flaking off from all over the tank left dozens of pockmarks each flight on the thermal tiles that cover much of the shuttle , Turcotte said .","During the problem liftoffs , foam left dozens of pockmarks on the thermal tiles that cover much of the shuttle , Turcotte said ."
3687,1,"Oracle shares were also higher , trading up 12 cents at $ 13.60 .",Shares of Redwood Shores-based Oracle rose 14 cents to $ 13.62 .
1323,1,"Hill , 50 , would be the first person executed for killing an abortion doctor .","On Wednesday , Hill is scheduled to become the first person executed for murdering an abortion doctor ."
3628,0,She had been barred on the grounds that her headscarf would violate the state 's neutrality in religion .,The school had argued that it violated the state 's neutrality in religion .
2199,1,"The shares fell 72 cents , or 3.8 percent , to $ 18.34 Monday on the New York Stock Exchange .","Schering-Plough shares fell 3.8 percent , or 72 cents , to close at $ 18.34 in trading Monday on the New York Stock Exchange ."
2839,0,Mr Howard said he also had faith in the system under which Hicks could be tried .,"Mr Howard also said yesterday that Hicks would be fairly treated , saying he had faith in the US justice system ."
3046,1,"A photograph of the doctor 's son , Ariel , holding the guitar appeared in the National Enquirer two weeks after Harrison 's death .",A picture of the doctor 's son holding the guitar appeared in the National Enquirer just two weeks after George died .
1485,1,""" I can say I am being forced into exile by the world superpower , "" he said .",""" I am being forced into exile by the world 's superpower , "" Taylor said in an address videotaped at his home ."
2478,1,"Earlier Thursday , PeopleSoft formally rejected the unsolicited bid from Oracle .","Thursday morning , PeopleSoft 's board rejected the Oracle takeover offer ."
458,1,"An officer in the People 's Liberation Army selected from a pool of 14 , Lt-Col Yang is the son of a teacher and an official at an agricultural firm .","A lieutenant colonel in the People 's Liberation Army , Yang is the son of a teacher and an official at an agricultural firm ."
1333,1,"No one has been killed in the attacks , which have continued despite major setbacks for al Qaeda in a battle with Saudi security forces .","No one has been killed in the recent attacks , which have continued despite serious setbacks for al-Qaeda following battles with Saudi security forces ."
2183,0,Anyone with information on Lopez can call O 'Shea at 561-688-4068 or Crime Stoppers at 800-458-8477 .,Anyone with information is asked to call Detective Kevin Umphrey at 688-4163 or Crime Stoppers at ( 800 ) 458-8477 .
756,1,"But in the end , all the worm did was visit a pornography site , said Vincent Weafer , a security director with Symantec Security Response in California .","But Vincent Weafer , security director with Symantec Security Response , said all the virus did was visit a pornography site ."
1017,1,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again .,He said the prob lem needs to be corrected before the space shuttle fleet flies again .
3579,1,""" We 're a quiet , peaceful town of 862 people and nothing ever happens , "" said Carolyn Greene Bennett , Cedar Grove 's town recorder .",""" We 're a quiet , peaceful town of 862 people and nothing ever happens , "" Bennett said ."
2537,1,""" September and third quarter data confirm that demand in the global semiconductor market is rising briskly , "" said George Scalise , president of the SIA .",""" September and third-quarter data confirm that demand in the global semiconductor market is rising briskly , "" George Scalise , the SIA 's president , said in the statement ."
2772,0,"The Standard & Poor 's 500 Index .SPX slipped 11.83 points , or 1.20 percent , to 975.93 .","The tech-laced Nasdaq Composite Index gained 2.90 points , or 0.18 percent , to 1,606.87 ."
3827,1,The awards are being announced today by the Albert and Mary Lasker Foundation .,"The prizes , from the Albert and Mary Lasker Foundation , will be awarded Friday in New York ."
2006,1,""" The accuser arrived at the hospital wearing yellow knit panties - with someone else 's semen and sperm in them , not that of Mr. Bryant , "" Mackey hammered triumphantly .",""" The accuser arrived at the hospital wearing panties with someone else 's semen and sperm in them , not that of Mr. Bryant , correct ? """
