idx,label,sentence
166,1,"His expectations are lower, the higher the stakes."
924,0,Sam stood near yesterday every one of the women we'd been discussing.
1931,0,Bill didn't confirm that Roger had eaten anything.
8252,1,Willow said that she'd kiss Tara and kick Xander.
6631,1,The cat shot into the kitchen on Sunday morning carrying a dead mouse.
7077,0,The boys and the girls seems happy.
6531,1,Who do you think saw you?
2988,1,We peered into the closet.
7853,1,Truman punched Johnson
850,0,"Sally started running down the street, but only after José started."
4757,0,Who did Kim work for and Sandy rely on Mary?
8145,0,"Frantically at, Anson danced extremely Trade"
8071,1,What did you get all for Xmas?
2051,0,Jill gave the ball towards Bob.
2867,1,The chisel carved the marble.
284,0,"He seems to become more corrupt, if every senator talks to more lobbyists."
6658,1,The cat was sleeping in the kitchen.
7454,0,I wonder whether has Mary worked for Microsoft.
4300,1,Stephen believed the cat to be out of the bag.
4913,1,Every essay which she's written and that I've read is on that pile.
6385,1,John talked to absolutely any woman who came up to him.
3801,1,Under the bed is a safe place to hide.
6014,1,I might eat deep fried muffins.
3041,1,Wanda taught the students French.
4392,1,Mary would solve the problem.
5523,1,John wants to find a solution better than Christine's.
3850,1,That they have completed the course is amazing.
7422,1,"Yes, she will."
4135,1,There are three Davids in my class.
5946,1,I ate.
4732,1,He got hit in the face with the tip of a surfboard.
503,0,John would be hated to win.
2277,1,The thief stole the painting from the museum.
3368,1,The convict escaped the police.
4868,1,They investigated the problem.
5601,1,Who do you think that Ciaran will question first?
3814,1,John studied hard to pass the exam.
7880,1,Why did you kill Pegasus?
2247,1,I pushed at the table.
4768,1,The UN recommended an enlarged peacekeeping force.
7555,1,John heard that I criticized myself.
1424,1,Who are you gawking at?
1288,1,She's gone and ruined her dress now.
1685,0,The one whose I stole bike was John's.
5598,1,Dave left.
1764,1,Wilt is taller than I imagine anybody would ever guess that people had begun expecting Red to announce that he was.
1160,0,He tries to put everyone who he doesn't like on.
6146,1,The captain sank the boat with a torpedo.
1461,0,A proof that the claim had been made was given that John had lied.
7686,1,John convinced Bill to visit Mary.
5394,0,She speaks enough clearly to be understood.
2885,0,Linda taped the wall with the picture.
5185,1,Do you have dry socks? claim.
4672,1,You can rely on Ben.
106,1,"The angrier that Sue gets, the more that Fred admires her."
2391,1,The world saw the beginning of a new era in 1492.
5127,1,I ate an apple.
6274,1,Susan consented to try to seem to have been kissed.
8367,1,The horse galloped
1651,0,Here's a knife for you to say was on the table.
4488,1,We asked him never to try to call us again.
2755,0,Gwen exchanged the dress to Mary.
6889,1,The baby is heavy.
1932,0,Waldo didn't report the possibility that anyone had left.
7812,1,Jason intended for him to learn magic.
799,0,Mary managed John to go abroad.
4396,1,Mary did not avoid Bill.
5907,1,I put a book on it.
6947,1,Jane played the piano.
4170,0,How much fresco did the flood damage?
2473,1,Sarah sang a ballad.
5820,1,The roof of the building is leaking.
3556,0,He walked right the wall.
6397,1,Mary regretted that she did anything to help him.
8003,1,Everyone claimed that the poison was neutralized.
5177,1,Any lawyer could tell you that.
3473,1,little equipment is available.
52,1,The witch vanished into the forest.
7841,1,Where are you living?
3990,0,They want to wrote to her.
7631,1,John considers several people sick.
1417,0,Mike talked to about politics yesterday my friends.
6805,1,Ayala went to the ball and chatted to Jonathan Stubbs.
5238,1,"It's fine that he paid and apologized, but I don't really care about his gratitude, or the money, or anything."
1795,1,Bob is too thin for me to be able to squeeze into his jacket.
3765,1,The publisher sent a review copy of the book to her.
4301,0,Stephen persuaded the cat to be out of the bag.
5477,1,He's so tall a man that doors are dangerous to him.
3166,0,Tessa sprained Mary 's ankle.
6573,0,Which city and which conference did Bill go to to?
4557,1,It has rained every day for the last week.
907,1,Every picture of itself arrived.
5138,1,It is Uncle John whose address I lost.
119,1,"The harder it has rained, how much faster a flow appears in the river?"
4214,1,The committee was unanimous in their decision.
5282,0,How easy to tease John it is!
2243,1,Paula hit at the fence.
6878,1,Memo liked lasagna.
7168,1,This girl in the red dress must put a picture of Bill on your desk.
7626,1,There seems to be a nurse available.
285,0,"He seems to become more corrupt, as every senator talks to more lobbyists."
1501,1,Beans I don't think you'll be able to convince me Harry has ever tasted in his life.
1133,1,I went out with a girl who it pleased that John showed up.
1828,0,I don't know the boy who the flowers Mary gave to.
4984,0,What did Herb start to play only after he drank?
402,0,What the hell do you wonder how to say?
6176,1,I know several people that she kissed.
481,1,There is tending to be more and more discussion of these issues.
4656,1,He is reputed to be a good scholar.
6897,1,Jane Fairfax received a piano from Frank.
1150,1,I sent him something.
7838,1,He kicked him
2357,0,I sought the woods for game.
1590,0,"If it, I've lost $500."
2463,1,A cat jumped on the table.
5237,1,Couldn't you get any tickets better than this?
6416,0,John talked to any powerful politician.
8343,1,It snowed
4241,1,The committee haven't yet made up their mind.
4422,0,It is vital that we will study everyday.
3390,1,He rowed Penny across the lake.
5440,1,He's too reliable a man.
2761,1,She held his arm.
391,0,He sees often Mary.
6209,1,Can you find the light bulb store?
2936,1,This wood carves beautiful toys.
8004,0,Jonathan persuaded Kate to lick himself.
3012,1,Dana is longing for a sunny day.
7078,1,Either the boys or the girls are going to be there.
755,1,They represented Mary seriously to the dean as a genuine linguist.
7538,1,Mary noticed that John excessively appreciates himself.
5615,0,Who do you think that saw Bill?
477,1,Did you believe him to ever have made an effort to talk to the student?
4276,1,Stephen seemed to be intelligent.
802,1,Mary considered him to have loved her.
7340,1,I liked Mary.
2639,0,Brian wiped the counter of fingerprints.
790,1,Mary believed John to have loved her.
591,0,the bottle drained the liquid free.
4493,0,Lee likes not Kim.
826,1,I reported him having kissed Mary.
3734,1,The effectiveness of teaching and learning depends on several factors.
5412,0,He looks so much formidable.
8275,1,Anson tried to shave himself.
7542,0,Mary really appreciates and constantly praises himself and Bill knows it.
4176,1,Each of the suggestions is acceptable.
4157,0,Fifteen dollars in a week are not much.
4184,1,John is in the room.
7155,1,"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?"
98,1,The off center spinning flywheel shook itself loose.
8064,1,It is not true that I have left yet.
2764,1,Michelle kept the papers in the desk.
1003,1,Every boy named a planet.
7395,0,It is of physics.
2992,1,The clown amused the little children.
7047,1,I went to the store and bought some whiskey.
2146,1,Janet broke the vase.
6245,0,Is likely to Jean dance.
2017,0,Felicia shipped the box off the shelf.
8108,0,Which poem did you hear Homer's recital of last night?
5087,1,What's actually happening in London at the moment is immensely exciting.
4923,1,The company in which they have invested left.
4694,1,I assume the matter to have been filed in the appropriate records.
5435,0,She's just enough tall.
4544,1,He ought to leave his luggage here.
129,1,"How much harder has it rained, when you see a faster flow in the river?"
7647,1,for John to hurt his friends is stupid.
4291,1,Pat is likely to be examined by the dentist.
6707,1,Too many vehicles are damaged by salt.
7756,1,That monkey is ate the banana
785,1,That John loves Mary is doubtful.
6309,1,"Calvin will fire someone today, but I don't know who."
6405,1,Everybody who attended last week's huge rally signed the petition.
6996,1,Pat has become a banker and very conservative.
5818,1,The bright green filing cabinet was filled to the brim with the most boring articles from a prestigious journal of linguistics with a moderately large readership.
1663,1,"Fluffy is sick, which it is certain that no one here realizes."
8103,1,For you to do that would be a mistake.
7733,1,Jason was killed by Medea.
464,0,Headway was unmade.
2817,0,Flies swat easily.
4622,1,A book was handed to Chris.
2139,1,The little boy broke the window.
7669,0,John convinced that Bill has slept.
4712,1,He will keep up with their expectations.
3079,0,Ellen and Helen conferred together.
5006,1,John is eager to please.
5191,1,I don't have potatoes.
157,1,"If Mary listens to the Grateful Dead, she gets depressed."
8125,0,Gillian has made pasta and David is too.
1839,1,"That the cops spoke to the janitor about it yesterday, that robbery, is terrible."
4006,0,The monkeys kept forgotten their lines.
5343,1,Mary is more than six feet tall.
1014,1,Two students speak each language.
4067,0,That John coughs loves Bill.
479,1,They were believed all to be quite diligent.
3988,1,They are kind to her.
7541,1,Mary really appreciates and constantly praises herself and Sue knows it.
7279,1,Harry likes movies.
4178,1,None of these men wants to be president.
2084,1,"Max offered help to the victims, but they refused his offer."
4529,1,"Kim has danced, and Sandy has, too."
7447,1,Mary wonders whether Bill will come.
5751,1,The big man from New York loves bagels with cream cheese.
4215,1,The committee have all now resigned.
6973,1,People go hunting in the Autumn.
3301,0,The farmers raged a fire over the fields.
6840,0,I forwarded Winifred the letter.
5350,0,A tangerine isn't as much different from an orange as I'd thought.
3921,1,The boy gave the baby the book.
5389,1,She has enough problems as it is.
794,1,Mary tried to go abroad.
3772,1,They elected Graham chairman.
1149,1,I sent him that.
8390,0,Whales have I seen.
7001,1,John sang a carol.
5845,1,For him to eat asparagus is a travesty.
761,1,The gardener watered the tulips flat.
4612,0,John has chosen for the position.
1938,0,I can't remember the name of somebody who had any misgivings.
7355,1,John saw.
7178,1,"Smith loaned a valuable collection of manuscripts to the library, and his widow later donated a valuable collection of manuscripts to the library."
8154,1,People were playing on the beach.
7799,0,Medea tried her to leave.
1141,0,He figured out it.
6819,1,Augusta blamed herself for what happened.
3672,1,A man kicked that ball.
1267,0,What table will he put the chair between and some sofa.
1409,0,Hold has been gotten of some rare old manuscripts.
8263,0,Gilgamesh might can seek Ishtar
8052,0,Gilgamesh seek may Ishtar
476,1,Did he try to ever be attentive to the needs of students?
3907,0,John locked Fido in the garage and Mary did so in the room.
2467,1,In this cave was found an ancient treasure trove.
634,0,What the stone did to the wall was hit it.
6215,1,What is it likely for Beth to have bought at the supermarket?
1794,0,That piece of ice is too big for it to be likely for him to be able to pick up with a teaspoon.
7708,1,Who did you meet all when you were in Derry?
8542,1,Jason persuaded Medea to desert her family
7710,1,Michael abandoned an old friend at Mardi Gras
6242,1,Jean is likely to dance.
658,1,John got the book from Bill.
5958,0,I inquired for John to like his beer.
6348,1,Any owl can hunt mice.
2887,1,The child clung to her mother.
1452,0,What kind cf parakeets are they investigating all people owning?
5814,1,The collection of syntax articles with the red cover bores students of syntax in Tucson.
945,1,We like our friends and they like our friends too.
1463,0,That Sam didn't pick those packages which are to be mailed tomorrow up is possible.
3605,1,That ball sang a student.
4119,1,We know the defendants seem eager to testify against the criminal.
4510,0,"The president could not approve the bill, could he?"
8355,1,That I am here proves that I care.
652,1,The tank filled with petrol out of the pump.
4205,1,None of his customary excuses suffices Edgar now.
287,1,"The sooner you solve this problem, the more easily you'll satisfy the folks up at corporate headquarters."
5952,1,I ordered John drink his beer.
6371,1,A student must work hard.
6751,0,"Because did Marianne love Willoughby, she refused to."
3656,0,John sounded the student.
5871,0,Rosemary hates.
6287,1,The news pleased the students.
8339,0,Has that we have arrived back at our starting point proved that the world is round?
3564,1,I doubt if you can help me in understanding this.
5560,0,Mary has more friends that two.
7575,1,He is John.
8049,0,Aphrodite quickly may free the animals
937,1,"Although he likes cabbage too, Fred likes eggplants."
2435,1,It was believed that the earth was round.
3982,1,Learning to use a language freely and fully is a lengthy and arduous process.
2971,0,The president declared Smith to press secretary.
3537,1,They can smile.
5831,1,Peter thinks that Cathy loves him.
5099,1,That was why she looked so nice.
3555,0,He walked right happy.
3236,1,Tony broke the crystal vase.
7030,0,Kim beating his dog and alienates cats.
6085,1,The tuna will have been being eaten.
4475,1,Do be honest!
7213,0,It is deadly afraid of flying that John became.
7674,0,John convinced it to be raining.
669,1,You eat the fish raw and the beef cooked.
3942,1,The jury seemed ready to leave.
3867,1,The vacuum cleaner frightens the child.
3552,0,He treats John very kind.
8363,1,Who has drunk the poison?
252,1,"The more that pictures of himself appear in the news, the more embarrassed John becomes."
1762,0,I have some voice exercises to play the guitar and sing.
673,1,"I succeeded in convincing, even though John had failed to persuade, Mary not to leave."
5772,1,Kevin ate spaghetti with a spoon and Geordie did so too.
4153,0,Five pounds are a lot of money.
6590,1,People are said to do crazier things at higher speeds there by Dorothy than they are by other people.
4156,1,Fifteen dollars in a week is much.
5836,1,I've never seen you eat asparagus.
5059,1,A man came into the room that no one knew.
5848,1,Fabio asked if Claus had run a marathon.
1826,0,That beans he likes is now obvious.
7662,1,John believes Bill to have slept.
3891,0,John stayed Kim behind the garage.
5761,1,I didn't read a single book the whole time I was in the library.
2250,1,The mouse nibbled the cheese.
2607,1,Leigh swaddled the baby with blankets.
1704,1,The hardest that it ever snowed was last January 12th.
5667,1,The dastardly surgeon stole the physician's lunch.
3776,1,The situation became terrible.
6129,0,It seems Sonny to love Cher.
7485,1,He will not endorse the treaty; and indeed.
406,1,Bill works with him.
3774,0,The best writer was considered Andrew.
4386,1,The children will have been being entertained.
7373,1,I will read linguistics for an hour.
7890,1,Hera tried to appear to be happy.
5468,1,She writes clearly enough.
7900,1,"He can't possibly do that, can he"
2862,1,Carol carved the tree's branch.
574,1,John learned a lesson.
5281,0,How hard to read the book was it?
4883,1,This is the student pictures of whom appeared in the newspaper.
8233,1,What did he reply?
2929,0,The secretary transcribed the record with the speech.
7424,0,"Yes, she will use."
1148,0,I sent him it.
5469,1,She is as brilliant a woman as her mother.
1738,1,"They said nobody would pay up, but I know a boy who did pay up."
7658,1,John seems to sleep all day.
4090,1,Fred is thinking about whether he should stay in Seoul.
6072,1,The muffins might have been being eaten.
97,1,Aliza wriggled her tooth loose.
4774,1,In which box did John put the book?
3952,1,The school board leader asked a question of the students.
6812,1,Larry hunted all the foxes.
3727,1,It rains.
1789,0,This rock is too heavy for me to begin to decide about helping Bob to try to pick up.
2872,1,The eggs mixed with the cream.
6492,1,Can anyone pledge $1000?
883,0,"Lilly decided eating cabbage, to be."
7638,0,Susan hopes Susan to sleep.
8,1,We're dancing the night away.
4644,1,The car will have been being driven.
7993,1,Sam gave the cloak to Lee and gave the magic chalice to Matthew.
467,1,We knew John to be the murderer.
3491,1,My pastor says I ate too much cake.
7469,0,Sue put.
4615,1,John has been taken to the library.
3080,0,Ellen conferred Helen.
2779,0,Steve tossed the wall with the ball.
6556,0,The kennel in which Mary made and Fido sleeps has been stolen.
3415,0,The book valued $200.
5906,1,It is likely that Bill likes chocolate.
7162,1,This girl in the red coat will put a picture of Bill on your desk after the dinner.
5630,1,The students met to discuss the project.
1299,0,The luscious chick who Billy and went to the movies will wed me ere the morn.
6186,1,I wonder what John bought.
3854,0,In the garden stand a statue.
7468,0,Did not Sue pass her exam?
257,1,"The more that John gets upset by them, the more that stories about him seem to show up in the news."
7693,1,I praised Mary.
3261,1,Bill dried the cotton clothes.
1455,0,Her efficient looking of the answer up pleased the boss.
2258,1,The spaceship revolves around the earth.
1928,1,Bill alleged that Roger has eaten the cake.
7388,0,I saw the physics one.
1603,0,I will if I can work on it.
8253,1,I climbed right up the tree.
3177,1,Celia brushed the baby's hair.
786,0,John to love Mary would be doubtful.
3494,1,"In English, the main verb agrees with the head element of the subject."
3821,1,John promised Bill to leave tomorrow morning.
7450,0,Mary prefers whether Bill will come.
2331,1,The jeweller inscribed the ring with the name.
563,1,The sidewalk is straddled by the fence.
2909,0,That new handle detaches from the box easily.
7247,1,John knows that she left and John knows whether she will come back.
8009,1,Bill's reading of Shakespeare satisfied me
7592,1,Mary considers John proud of her.
4420,1,There may exist a man in the park.
1480,1,That it was obvious that it would confuse the guards for Herschel to throw a fit is not true.
2558,1,I funneled the mixture into the bottle.
404,1,His book is nice.
5801,1,John is afraid of dogs.
5176,1,Any owl hunts mice.
724,0,The room was left angry by Mary.
862,0,"It's we go to the meeting, that Sally will tell us when."
4607,1,The executive committee approved the new policy.
5749,1,We drove all the way to Buenos Aires.
6167,1,Whom did Matt kiss?
4559,0,It has rains every day for the last week.
6355,0,You must pick any flower.
3835,0,There dances a man with an umbrella.
1637,0,"When I am awake at that time and Susan is asleep, Bill will leave."
1784,0,Willy is taller than Bill by as much as I watch all the games and I know Billy is taller than Dan.
746,1,We proclaimed John to the public to be a hero.
99,1,"The more you eat, the less you want."
5134,1,It was then when we all went to bed.
7786,1,He will can do it
885,0,You shouldn't play with rifles because play with rifles to is dangerous.
2280,1,Helen wiped the wall.
2425,1,This window just opens itself.
113,0,"I demand that the more John eat, the more he pay."
169,0,"His expectations lower, the higher the stakes are."
246,1,"The longer he has to wait, the angrier John gets."
4152,1,Five pounds is a lot of money.
5809,1,People with boxes of old clothes lined up behind the door of the building with the leaky roof.
5768,1,"Although he loves marshmallows, John is not a big fan of chocolate."
951,1,"Joe will go to the store, even though Fred already has."
3590,1,The umpire fell off the deck.
3708,0,Could you turn off the fire and on the light?
6192,0,Who did you wonder what kissed?
6095,1,Bradley left.
1788,1,This rock is too heavy for me to begin to decide about helping Bob to try to pick it up.
8086,1,Who did Medea poison?
6332,0,Heidi said that Bill's pictures of herself were embarrassing.
4191,1,It is a wooden desk.
2219,1,Ellen and Helen argued.
385,1,The question of whether John met Mary worries the people who support.
5802,1,Two or three books take a very long time to read.
2477,1,Heather snorted.
3999,1,"Broadly speaking, the project was successful."
7025,1,Kim alienates cats and beats his dog.
5247,1,Almost any owl hunts mice.
317,1,You hit the ball.
6543,0,"The fact, I put it down to that Kim came."
3951,1,John taught new students English Syntax.
5005,0,It is eager to please John.
4816,1,I don't know where to go.
1484,1,A review seems to have come out yesterday of this article.
7714,1,Medea tended to appear to be evil.
1340,0,The deed which I want to peruse that contract before filing away is probably a forgery.
6043,1,I wanted him to leave.
1477,1,It is not true that it was obvious that for Herschel to throw a fit would confuse the guards.
6824,1,The cup was broken by Louise.
3504,1,Chris must liking syntax.
6428,1,All lizards will die.
633,1,What John did to the wall was hit it.
520,1,The tree dropped fruit to the ground.
2338,1,Alison pierced the cloth with a needle.
7705,1,The boy thought she was happy.
7617,0,I had a realization of there.
3357,0,The motorist happened the accident.
2119,1,We gave a fresh coat of paint to the house.
5944,1,The soldier was given the medal by Phillip.
4927,1,He bought a refrigerator in which to put the beer.
1146,1,He figured the answer out.
1134,1,I loaned a man who was watching the race my binoculars.
313,1,What John could do is not visit Sally.
6255,1,Jean tried to behave.
8239,0,She wanted to can leave
2188,1,The rats ran through the maze.
1271,0,The plumber who the nurse polished her trombone and computed my tax was a hefty fellow.
6138,1,Bill gave Sue the book.
2903,1,I detached the handle from the box.
234,1,So fast did you run that everyone gasped.
7528,0,the girls likes yourselves.
4683,1,They look generally on John as selfish.
1736,1,"They said that Tom was working, and working he is."
1525,1,That Jack sometimes slept is impossible.
3055,1,Susan whispered for me to come.
3063,0,Heather cabled the news at Sara.
5651,1,the assassination of the president.
1254,1,I spoke to Bill about himself.
1733,1,"They said that Tom was working, and he is working."
3752,1,His girlfriend bought this computer for him.
3756,1,This item belongs to the student.
4206,1,One of the problems was the robins.
2979,1,I saw Jane run down the street.
2205,1,Tessa cut herself.
5815,1,The red volume of obscene verse from Italy shocked the puritan soul of the minister with the beard quite thoroughly yesterday.
4470,0,He does may leave here.
5721,1,That annoying faucet was dripping constantly for months.
5475,1,A taller man than Bill is here.
5682,1,We keep those censored copies of the book hidden to protect the sensibilities of the prudish.
7805,0,She liked Moya's football.
2144,0,Martha carved the baby some wood into a toy.
6708,1,Frank Churchill gave a piano to Jane Fairfax.
4051,0,Tom tends for Mary to avoid confrontations.
6675,1,"I don't like the plum brandy, but the port I just love."
1372,0,How have you picked up TNT carelessly?
7539,1,Mary appreciates only John and herself.
8104,0,Jason thinks who Medea had poisoned.
2958,1,Sandy sang a song to me.
3604,1,The piano kicked a student.
2366,1,The horse broke Penny's shin.
7421,1,I wonder if she will use paints.
3644,0,the whistle tune was beautiful.
5640,1,The puppy loved peanut butter cookies.
4021,0,The foxes seem compatible for the chickens.
5866,1,For Maurice to quarrel with Joel frightened Maggie.
6687,1,The children chased the dog.
4154,1,Two drops sanitize anything in your house.
7068,1,Either we Americans or I myself will get ourselves in trouble.
4263,1,John tries to be honest.
8225,0,Which city do you believe the claim that Philip would invade?
6754,0,The cottage which did Mrs Dashwood accept was rather small.
6765,1,Never had Sir Thomas been so offended.
2266,0,Bill sent London a package.
1166,1,Tom drives the way that that man drives.
5164,1,Who was it who interviewed you?
7935,1,Humans love to eat the old pigs.
3983,1,Kim put the book in the box.
3070,1,Ellen and Helen talked.
5854,1,The peanut butter has got moldy.
1638,0,Bill left when that no one else was awake is certain.
4496,0,Lee is believed to like not Kim.
2999,1,Tourists admire paintings.
8422,1,Merlin is a dangerous sorcerer.
5559,1,John is taller than Pete is.
2152,1,Margaret cut at the bread.
2242,1,Paula hit the fence.
6431,1,Snow is white and snow is not white.
6362,1,John didn't talk to a woman.
5767,1,John knew that there would be a picture of himself hanging in the post.
1689,1,Maxwell is the man who won the Nobel Prize for astrology.
4668,1,That John was ill was widely believed.
4639,1,The car will be driven.
1069,0,Old pictures of themselves convinced the children to pretend to be adults.
6697,1,Mr Knightley suggested that thieves would break into Hartfield.
1181,1,Drowning cats are hard to rescue.
6113,1,I walk.
8002,1,"Sally is making scones, and Gillian is too."
1009,1,A boy did not laugh.
3550,1,He treats John very badly.
6030,0,The cake was have eaten.
3996,0,The student knowing the answers.
6513,1,John gave the books to Mary and the records to Sue.
619,1,John fed the baby up with rice.
4121,0,Book is available in most countries.
7628,0,There seems to run many people to the station.
8501,1,Anson demonized David almost constantly.
1305,1,"Tom picked, and I washed, and Suzie will prepare, these grapes."
8545,0,Anson thought that himself was going to the club.
7827,0,It's arrived first that Julie and Jenny
4438,1,John hasn't been singing a song.
2830,0,The wall banged with the grocery cart.
972,0,"I did not, as Bill had thought, go to the store."
5258,0,Would not the men enjoy that?
531,1,Fruit hit the roof from the tree.
1897,1,Jerry's sister has a blemish on the end of her nose.
1799,1,The socks are ready for you to put on.
2615,0,Lydia pocketed her pocket with the change.
1328,1,You please make yourself comfortable and I'll wash the dishes.
6136,1,Bill was hit by the baseball.
1266,0,What sofa will he put the chair between some table and?
6975,1,She buys for Harrods.
1773,1,Willy is taller than Bill by 7 millimeters.
1469,0,Sam didn't pick those packages up until it had stopped raining which are to be mailed tomorrow.
8184,1,The librarian likes books.
7255,1,For the girl to put a picture there would surprise you.
6680,1,Did Frank buy the piano for Jane?
7206,1,It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.
2670,1,Nora sent the book to Peter.
8369,1,Some happy pigs which can fly love truffles
6818,1,All the foxes were hunted by Larry.
1838,1,"That they spoke to the janitor about that robbery yesterday, the cops, is terrible."
5452,0,Any more reliable a man could not be found.
3219,1,I bled him.
6768,0,"When never had Sir Thomas been so offended, Mr Yates left."
7204,1,Mary saw the tall man come from the back.
6296,1,Brandon has been reading more novels than he has short stories.
3383,1,The horse jumped the stream.
2299,1,He turned from a prince into a frog.
1179,1,Mary has never kissed as tall a man as John.
5572,1,Sally kissed herself.
3739,0,"The lady singing with a boy is a genius, isn't she?"
8230,1,Sam gave the cloak to Lee and the magic chalice to Matthew.
5101,1,That's who I played with over Christmas.
6018,1,Sylvia could be slapping Jeff upside the head in martial arts class.
5070,1,I believe strongly that the world is round.
5003,1,John is easy to please.
5985,1,Megan was sat on by her brother.
7874,1,Paul had three affairs . . .
6566,0,John asked who and where Bill had seen.
3048,0,Ellen told a story at Helen.
8027,1,A description of Aristotle is in the book.
758,1,We proved Smith conclusively to be the thief.
4919,1,a pencil with which to write broke.
7512,1,John said he was sick.
6956,1,Frank Churchill crosses the street.
1592,0,"Harry thinks so, although no one else thinks Sally is innocent."
904,1,Lilly should buy salmon and Mary should buy salmon too.
8356,0,She tried to may leave
5304,1,I put the book on the table.
5738,0,Shannon kissed quietly the kitten.
5079,1,It was to the student that the teacher gave the best advice.
3297,1,All through the mountains raged a fire.
1216,1,The pudding which the man who ordered ice cream said would be tasty was a horror show.
1976,1,It is not certain that you'll marry any particular student.
2112,0,The old dog died halfway.
5780,1,I am frightened of tigers and fond of clowns without exception.
4590,0,"He never achieved anything, didn't he?"
571,1,The sponge soaked up the water.
1375,1,How tall a man did Sheila marry?
1187,1,"I'll talk to John on Friday about the report that the shooting of the prisoners shocked me, and to his wife on Saturday."
2738,0,Brown equipped Jones a camera.
1320,0,I'm hungry and did you play chess?
1787,1,The rock was too heavy for me to pick up.
7851,0,Can he will do it?
8201,1,Many vampires have become vegetarian.
970,1,"I didn't, as Bill had thought, go to the store."
1998,1,Leigh threw the ball to Lane.
6677,1,Frank bought Jane the piano.
3103,1,Cynthia nibbled .
3668,0,The squirrel is right angry.
298,0,"The louder who talks, the angrier you get?"
5454,0,John is not more reliable a fellow than Bill.
4972,1,This is the paper that we really need to find the linguist who understands.
1796,0,Bob is too thin for me to be able to squeeze into jacket.
7589,0,John heard Mary describe himself.
3202,1,On his finger sparkled a magnificent diamond.
3936,1,John coughed.
1308,1,Students who fail the final exam will be executed or students who do not do the reading will be executed.
865,1,"Mary claimed that eating cabbage, Holly's not."
2416,1,The middle class will benefit from the new tax laws.
1615,1,"I lost a Japanese slide rule, and the fact that Peter now has one I regard with suspicion."
1900,1,There was a snake behind the car Fred was sitting in.
276,1,"Every senator becomes more corrupt, the more lobbyists he talks to."
6045,0,Heidi investigated that John ate the cauliflower.
8530,0,Constant reading Shakespeare satisfied me
1379,1,The bed on which Tom slept was hard.
6905,1,Imogen took the vase to her mother's.
5009,1,John is tough to please.
7007,0,Soon irritating and a bully started shouting again.
3008,0,Dorothy needs the skills in her.
3204,0,The director sparkled the lights.
3876,1,The king kept putting his gold under the bathtub.
795,1,Mary intended to go abroad.
4244,0,I washed me.
3343,1,A solution immediately presented itself to him.
1694,0,Maxwell isn't half the doctor that was here.
5586,1,Doug blew the building up.
4593,0,Any zebras can't fly.
6783,1,Fanny regretted talking to Mary.
8420,0,Not reading of Shakespeare satisfied me
2034,1,Jake threw the ball all the way to Bill.
4609,1,John has taken Bill to the library.
4634,1,The cat is believed to be out of the bag.
3058,1,They whispered that the winner would be announced tonight.
1858,0,"They, they can't stand each other."
4011,0,John made Mary to cook Korean food.
5379,1,Jack is more tall than thin.
4942,1,"Reagan, whom the Republicans nominated in 1980, lived most of his life in California."
7186,0,"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
4192,1,It is the main street.
2315,1,The oil separated from the vinegar.
590,1,a stone blocked the road.
4564,0,Tagalog is spoke in the Philippines.
8515,1,People are stupid
2228,1,These shears clip well.
7518,1,Our rabbit and the neighbor's cat like each other.
7028,1,Kim alienated cats and beat his dog.
6554,1,The kennel which Mary made and Fido sleeps in has been stolen.
4647,1,Chris was handed a note by Pat.
6791,0,Fanny regretted being talking to Mary.
5321,0,"Will, after John comes home, Sally take a shower?"
5922,1,Adam asked if Hyacinth likes pineapples.
4297,0,Stephen persuaded it to be easy to please Kim.
4705,1,Nina got Bill elected to the committee.
7587,0,What they saw is Bill leave.
5169,1,What Mary offered to him is unclear.
7229,0,I sent to you it.
1745,1,"Although Dick is handsome, I'm still going marry Herman."
5075,1,We are using their teaching material.
4035,1,They believe that Charles Darwin's theory of evolution is just a scientific theory.
6799,1,"When ripe, these apples will be delicious."
7256,1,I prefer for the girl to win.
6957,1,Real play Valencia next Sunday.
5764,1,Heidi hit herself on the head with a zucchini.
66,0,Bill pushed Harry off the sofa for hours.
2551,0,Cheryl stood the shelf with books.
5664,1,I ate the sugar.
304,1,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve it.
4663,1,John kicked him.
7361,1,it mattered on Sunday.
8397,1,Gilgamesh decided not to kill Ishtar
8487,1,a. Madeleine planned to catch the sardines and she did.
7273,1,The paper cuts easily.
6088,1,I never have a pen when I need it.
7302,1,The process changed the substance from solid to liquid to gas to energy.
1040,1,More than three students attended every seminar.
4841,1,Which textbook did the teacher use in the class last summer?
2150,0,Cats touch easily.
2704,0,Amanda drove at the package to New York.
6722,1,It was Anne Elliott who loved Captain Wentworth but who rejected his first proposal.
272,0,"We gave every senator enough opportunity and, sure enough, he succumbed to corruption."
7249,1,I doubt if she kicks perfect goals every time.
6243,1,The cat is out of the bag.
23,0,We yelled Harry hoarse.
6987,1,Pat is either stupid or a liar.
5793,1,the book of poems and of fiction from Blackwell takes a very long time to read.
3160,0,My eyes are itching my brother.
6218,1,Bill is always complaining about the guys who work near him.
2501,1,Pauline hammered the metal flat.
4268,1,It seems to bother Kim that they resigned.
